# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video of the same scene before the event, with no stone cube, no visible cause, and no dry mud cracks radiate from the impact point. | stone cube | dry mud cracks radiate from the impact point
A realistic fixed-camera close-up video showing dry mud cracks radiate from the impact point, with no stone cube or other visible cause in the frame. | stone cube | dry mud cracks radiate from the impact point
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: dry mud cracks radiate from the impact point, with no stone cube visible. | stone cube | dry mud cracks radiate from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no metal spoon, no visible cause, and no jagged cracks spread across the chocolate. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video showing jagged cracks spread across the chocolate, with no metal spoon or other visible cause in the frame. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: jagged cracks spread across the chocolate, with no metal spoon visible. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video of the same scene before the event, with no metal spoon, no visible cause, and no jagged cracks spread across the chocolate. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video showing jagged cracks spread across the chocolate, with no metal spoon or other visible cause in the frame. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: jagged cracks spread across the chocolate, with no metal spoon visible. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video of the same scene before the event, with no metal spoon, no visible cause, and no jagged cracks spread across the chocolate. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video showing jagged cracks spread across the chocolate, with no metal spoon or other visible cause in the frame. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video of a small metal hammer producing a similar footprint: jagged cracks spread across the chocolate, with no metal spoon visible. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video of the same scene before the event, with no metal spoon, no visible cause, and no jagged cracks spread across the chocolate. | metal spoon | jagged cracks spread across the chocolate
A realistic fixed-camera close-up video showing jagged cracks spread across the chocolate, with no metal spoon or other visible cause in the frame. | metal spoon | jagged cracks spread across the chocolate
